Q7TU21,EC:1.2.1.11/4.3332
Q7UZH7,EC:6.3.4.2/2.8527
Q7UZR6,EC:6.3.2.1/5.8351
Q7V010,EC:2.1.1.192/3.8433
Q7V0C4,EC:2.7.11.1/7.2259
Q7V0G1,EC:2.5.1.7/5.0980
Q7V0G8,EC:4.2.1.136/4.2292
Q7V0H7,EC:2.1.1.228/6.3859
Q7V111,EC:2.7.6.1/2.4782
Q7V1H8,EC:3.5.4.25/5.5545
Q7V1L1,EC:3.6.4.6/6.8995
Q7V274,EC:2.3.1.157/4.1413
Q7V2D0,EC:4.1.1.39/2.0345
Q7V2Q8,EC:6.3.2.13/3.7892
Q7V316,EC:3.6.1.66/4.0078
Q7V359,EC:4.1.1.36/5.0569
Q7V362,EC:3.6.4.6/5.6426
Q7V365,EC:1.10.3.9/3.7208
O07295,EC:1.97.1.12/8.2878
Q7TTQ1,EC:2.8.1.13/4.1379
Q7TU15,EC:4.2.3.1/3.8454
Q7TU17,EC:2.7.4.1/2.6231
Q7TU25,EC:2.5.1.75/4.3534
Q7TU31,EC:5.4.99.12/3.8089
Q7TU32,EC:5.1.1.1/4.6170
Q7TU39,EC:6.3.3.3/6.0315
Q7TU40,EC:4.3.2.2/2.2408
Q7TU44,EC:5.6.1.7/1.6912
Q7TU60,EC:2.1.2.11/4.0259
Q7TU66,EC:3.5.4.26/3.9496
Q7TU75,EC:2.1.1.74/3.6027
Q7TU81,EC:3.5.4.9/3.6220
Q7TU97,EC:2.6.1.42/4.0485
Q7TUC2,EC:4.4.1.5/6.7473
Q7TUC4,EC:5.1.1.3/4.9377
Q7TUC5,EC:6.3.2.10/4.4625
Q7TUC7,EC:3.6.1.31/6.0420
Q7TUD1,EC:2.7.2.8/3.4768
Q7TUF8,EC:7.1.1.2/7.6479
Q7TUF9,EC:6.6.1.1/4.2945
Q7TUG0,EC:2.4.2.29/3.4684
Q7TUG1,EC:3.5.4.10/3.7371
Q7TUG9,EC:6.3.2.3/5.4369
Q7TUH1,EC:1.7.5.1/7.1355
Q7TUH3,EC:1.12.98.3/6.8260
Q7TUI2,EC:2.4.2.14/4.0738
Q7UZF5,EC:2.4.1.14/8.5023
Q7UZF8,EC:2.7.8.13/4.7233
Q7UZG2,EC:1.1.1.25/5.4669
Q7UZG7,EC:4.2.1.99/4.4768
Q7UZH5,EC:6.3.4.20/4.8276,EC:1.17.99.6/8.3336
Q7UZH6,EC:4.3.99.3/3.9990
Q7UZH8,EC:6.1.1.23/3.8904
Q7UZI0,EC:2.5.1.16/2.9992
Q7UZI3,EC:6.1.1.9/2.7663
Q7UZJ9,EC:2.8.1.10/4.4071
Q7UZK5,EC:3.6.4.12/6.1641
Q7UZK8,EC:5.2.1.8/4.3311
Q7UZK9,EC:4.3.3.7/4.5470
Q7UZL0,EC:3.1.4.59/7.3095
Q7UZL3,EC:7.4.2.8/8.3976
Q7UZM1,EC:7.4.2.4/3.2274
Q7UZM4,EC:5.6.2.2/3.0792
Q7UZP0,EC:6.1.1.6/2.7857
Q7UZP3,EC:3.6.4.12/2.9264
Q7UZP7,EC:4.1.99.17/3.9153
Q7UZQ1,EC:1.97.1.12/3.9118
Q7UZQ2,EC:2.6.1.16/3.1499
Q7UZQ5,EC:3.1.26.3/6.9659
Q7UZS3,EC:1.3.3.3/4.5609
Q7UZS5,EC:2.4.1.129/5.6509
Q7UZT3,EC:4.1.1.50/6.2614
Q7UZU3,EC:2.1.3.15/8.1776
Q7UZV2,EC:3.1.26.5/8.0075
Q7UZW0,EC:7.1.1.1/9.1893
Q7UZW3,EC:2.7.4.3/4.4257
Q7UZW4,EC:2.7.7.6/6.9565
Q7UZW6,EC:2.7.7.6/4.1160
Q7UZY1,EC:2.8.1.8/4.2144
Q7UZY4,EC:4.6.1.18/8.4403
Q7UZZ2,EC:3.1.26.4/4.2284
Q7UZZ3,EC:2.6.1.83/3.0210
Q7V003,EC:5.3.1.6/5.3020
Q7V004,EC:1.1.1.23/3.1137
Q7V006,EC:2.7.7.6/6.7159
Q7V007,EC:2.7.7.6/5.9018
Q7V008,EC:2.7.7.6/8.3202
Q7V019,EC:2.6.1.62/3.9423
Q7V024,EC:4.2.1.2/3.1166
Q7V027,EC:1.7.1.13/4.9656
Q7V033,EC:1.2.99.8/8.0136
Q7V037,EC:7.1.2.2/2.8528
Q7V042,EC:6.3.5.1/5.6241
Q7V049,EC:7.1.2.2/3.3529
Q7V051,EC:5.4.2.12/3.5754
Q7V0A5,EC:6.3.2.9/4.3897
Q7V0B9,EC:3.1.26.11/3.3073
Q7V0C9,EC:3.5.1.108/5.8983
Q7V0D0,EC:4.2.1.59/4.5497
Q7V0D4,EC:3.4.11.1/4.0386
Q7V0D7,EC:6.1.1.1/3.3910
Q7V0D8,EC:4.1.1.23/5.2653
Q7V0D9,EC:2.3.1.275/4.4002
Q7V0F0,EC:1.1.1.86/4.0442
Q7V0F2,EC:3.4.21.92/4.8826
Q7V0F6,EC:6.3.2.4/4.3067
Q7V0F7,EC:2.8.4.3/4.3913
Q7V0G0,EC:2.6.1.11/3.7145
Q7V0G7,EC:2.3.1.269/5.1189
Q7V0H2,EC:3.4.21.53/7.4249
Q7V0I3,EC:2.5.1.3/6.9304
Q7V0I4,EC:2.7.7.2/5.1159
Q7V0I7,EC:6.1.1.20/4.2386
Q7V0I8,EC:2.7.1.23/3.5883
Q7V0J2,EC:3.6.4.6/6.6788
Q7V0J4,EC:3.4.21.88/3.9899
Q7V0P9,EC:1.1.1.356/4.9088,EC:1.1.1.271/4.9428,EC:1.1.1.281/8.5012
Q7V0R5,EC:2.7.7.8/3.2734
Q7V0R7,EC:6.1.1.11/3.4988
Q7V0U8,EC:2.2.1.6/4.0485
Q7V0W0,EC:1.1.1.267/4.9208
Q7V0W1,EC:6.1.1.16/3.4935
Q7V0W8,EC:2.7.7.n1/6.0373
Q7V0Y7,EC:2.6.99.2/2.9140
Q7V0Z8,EC:2.8.1.8/3.0978,EC:4.1.3.44/8.7655
Q7V101,EC:2.8.1.6/4.3767
Q7V103,EC:2.7.7.85/5.7004
Q7V104,EC:4.1.1.20/4.4033
Q7V116,EC:1.1.1.49/3.5015
Q7V121,EC:2.3.3.13/3.2401
Q7V124,EC:5.6.2.2/3.2254
Q7V127,EC:4.3.2.10/4.8088
Q7V132,EC:3.1.21.10/4.3184
Q7V135,EC:1.1.1.3/4.1590
Q7V179,EC:6.3.1.21/5.1315
Q7V1B6,EC:3.5.1.5/4.2369
Q7V1C3,EC:3.6.1.27/4.8358
Q7V1C7,EC:6.3.5.5/4.5816
Q7V1E1,EC:2.1.1.182/4.2401
Q7V1E2,EC:2.7.1.148/3.9317
Q7V1F8,EC:3.4.23.36/4.9256
Q7V1G6,EC:2.2.1.7/3.2815
Q7V1H9,EC:1.2.1.38/3.4676
Q7V1I0,EC:2.1.2.2/6.6268
Q7V1I1,EC:5.3.1.9/4.4396,EC:5.1.3.42/7.5834
Q7V1I3,EC:5.1.1.7/5.0777
Q7V1I7,EC:2.7.7.3/4.8828
Q7V1J0,EC:7.1.1.2/7.3621
Q7V1J3,EC:2.7.3.9/7.8369
Q7V1J8,EC:6.1.1.20/4.2560
Q7V1K0,EC:6.1.1.10/4.7917
Q7V1K3,EC:2.7.7.62/8.5874
Q7V1N1,EC:1.17.1.8/3.3406
Q7V1N4,EC:5.3.1.1/4.5391
Q7V1N8,EC:6.3.4.14/7.4922
Q7V1R7,EC:2.7.2.11/3.4502
Q7V1R9,EC:1.1.1.85/2.8460
Q7V1S1,EC:2.1.3.15/2.9687
Q7V1S5,EC:3.5.1.2/4.0432
Q7V1T1,EC:4.2.1.9/4.7094,EC:1.2.99.8/8.4083
Q7V1T5,EC:1.1.1.44/3.7069
Q7V1T7,EC:1.2.1.70/4.5622
Q7V1T8,EC:3.1.3.37/1.3620
Q7V1U3,EC:3.6.5.n1/3.2343
Q7V1V9,EC:3.6.4.6/6.7885
Q7V1X3,EC:7.3.2.1/5.1422
Q7V208,EC:6.3.4.18/5.1176
Q7V209,EC:4.2.3.4/3.8042
Q7V215,EC:1.17.7.1/2.2229
Q7V245,EC:2.3.1.31/4.9715
Q7V267,EC:6.2.1.1/2.7450
Q7V272,EC:2.5.1.19/4.0382
Q7V276,EC:4.1.3.36/3.2213
Q7V277,EC:2.2.1.9/4.6146
Q7V286,EC:6.1.1.2/2.5247
Q7V287,EC:6.1.1.3/2.6330
Q7V299,EC:2.4.1.18/3.1391
Q7V2A0,EC:4.1.1.37/3.3979
Q7V2B1,EC:4.2.3.119/8.1544,EC:1.14.14.13/8.4433
Q7V2B2,EC:3.5.2.3/3.6903
Q7V2C7,EC:4.2.1.1/7.2309
Q7V2C8,EC:1.7.1.15/8.6694
Q7V2C9,EC:4.2.1.104/8.5259,EC:1.14.16.2/8.8306
Q7V2D1,EC:4.1.3.17/8.1050
Q7V2D3,EC:4.1.1.112/8.0337
Q7V2D5,EC:1.3.7.7/3.6559
Q7V2D6,EC:1.3.7.7/3.8297
Q7V2D7,EC:1.3.7.7/5.0650
Q7V2E6,EC:2.1.3.15/4.1667
